﻿主播ID,主播昵称,抖音号,抖音号（原）,火山号,火山号（原）,粉丝数,上次开播时间,签约类型,运营经纪人,招募经纪人,首播时间,入会时间,西瓜号,备注,分成比-直播音浪收益,视频个播有效天,开播总时长,开播有效时长,涨粉,人气峰值,feed看播时长,作品数,视频播放量,视频点赞量,视频评论量,feed_acu,主播标签
94223559225,大话西游 2 麦兜 7,579062804,579062804,,0,163,从未开播,普通主播,星河计划,星河计划,从未开播,2024-05-30,-,30村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
94223210105,陪伴,1000152765,1000152765,1735406519,1735406519,364,7月前,普通主播,星河计划,星河计划,2020-11-28,2024-03-06,-,非活跃,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
94212522195,三旬老汉,xmyzkal,388962419,xmyzkal,1173660731,443,3年前,普通主播,星河计划,星河计划,2022-01-28,2024-05-31,-,26村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
94206057597,8岁失忆,Yy898911,1882568911,Yy898911,1430982627,85,2月前,普通主播,星河计划,星河计划,2024-05-21,2024-01-29,-,1村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,2,0,0,0,
94194275396,智优李,705566761,705566761,1192793409,1192793409,51,从未开播,普通主播,星河计划,星河计划,从未开播,2024-10-08,-,11村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
94191310362,开挂的钵钵鸡,389121518,389121518,835288324,835288324,244,1周前,普通主播,星河计划,星河计划,2024-05-05,2024-05-30,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,7,0,0,0,
94189346111,大舅,388374918,388374918,1900550742,1900550742,47,从未开播,普通主播,星河计划,星河计划,从未开播,2024-05-03,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
94159923333,做个俗人,387595475,387595475,1863250636,1863250636,543,2日前,普通主播,星河计划,星河计划,2019-04-25,2024-07-11,-,21村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,1,315,9,8,0,
94152060730,聆听L,387407280,387407280,760927128,760927128,154,1年前,普通主播,星河计划,星河计划,2024-03-27,2024-03-29,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,1,0,0小时0分钟0秒,0,17,1,0,0,
94146034694,默默无闻,943075892,943075892,,0,83,4年前,普通主播,星河计划,星河计划,2021-02-24,2024-07-11,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,1,0,0,0,
0,账号已注销,账号已注销,-,账号已注销,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
94124325206,奋斗！,869054627,869054627,1541073393,1541073393,245,1年前,普通主播,星河计划,星河计划,2022-04-04,2025-06-04,-,21村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,4,0,0,0,
94123518123,大话西游2长乐,615022134,615022134,1664842367,1664842367,774,2月前,普通主播,星河计划,星河计划,2023-11-23,2024-03-06,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,2,0,0,0,
94117540675,毛毛虫,cctld,1066264387,cctld,1638047443,1489,1年前,普通主播,星河计划,星河计划,2019-09-04,2024-01-23,-,11村,50,0,0小时0分钟0秒,0小时0分钟0秒,1,0,0小时0分钟0秒,3,4444,10,3,0,
94111549259,麻友汇24小时自助棋牌室安泽店,846445168,846445168,1511289342,1511289342,77,1年前,普通主播,星河计划,怀旧服,2020-12-08,2025-04-08,-,33村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,1,0,0,0,
94110710633,小马哥,386198077,386198077,1213071655,1213071655,359,8月前,普通主播,星河计划,星河计划,2025-06-26,2024-07-12,-,21村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,3,0,0,0,
94070885916,老林,388847007,388847007,1677425204,1677425204,720,从未开播,普通主播,星河计划,星河计划,从未开播,2024-03-28,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,4,0,0,0,
94038208206,大话西游2沫茗,384197218,384197218,1023020939,1023020939,1547,4月前,普通主播,星河计划,星河计划,2022-08-10,2025-01-22,-,1村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
94031009935,邀明月-杨鑫,384123274,384123274,,0,1236,3年前,普通主播,星河计划,星河计划,2022-08-01,2024-05-09,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
94009370203,大话西游2至尊宝,798390964,798390964,,0,102,22小时前,普通主播,星河计划,星河计划,2025-06-19,2025-06-20,-,26村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,84,0,0,0,
94004646189,大话西游2会说话的兔子,1011245225,1011245225,,0,128,从未开播,普通主播,星河计划,星河计划,从未开播,2024-05-30,-,8村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
94001144691,W w,610898741,610898741,856104473,856104473,579,2年前,普通主播,星河计划,星河计划,2020-12-28,2023-12-18,-,待淘汰,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,6,0,0,0,
93995684895,大话西游2菩提老卒,383555629,383555629,862913638,862913638,41,从未开播,普通主播,星河计划,星河计划,从未开播,2025-05-05,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93974411826,爱吃香菜💰,724601456,724601456,1887813625,1887813625,343,1年前,普通主播,星河计划,星河计划,2021-01-01,2024-09-25,-,25村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93973728134,西游行小胖墩,tu3377,1722224708,tu3377,967207768,574,21小时前,普通主播,星河计划,星河计划,2024-02-27,2024-01-24,-,6村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,16,0,0,0,
93970204499,大话西游2西瓜,569481924,569481924,1009020888,1009020888,155,6月前,普通主播,星河计划,星河计划,2022-04-16,2025-07-01,-,11村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,21,0,0,0,
93967170517,尘鞅,1281323302,1281323302,1631498583,1631498583,1703,1年前,普通主播,星河计划,星河计划,2024-11-20,2024-03-27,-,21村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93963381840,久莜,836038664,836038664,1030130403,1030130403,40,从未开播,普通主播,星河计划,星河计划,从未开播,2024-03-28,-,待淘汰,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93953757800,🌈糙梅味儿的颗矮多,382810931,382810931,1559661060,1559661060,498,2年前,普通主播,星河计划,星河计划,2023-08-07,2023-11-18,-,9村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,91,-1,0,0,
93953221935,豆丁是小狗,383199300,383199300,1492898845,1492898845,1019,2月前,普通主播,星河计划,星河计划,2020-03-29,2024-05-31,-,22村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93919015762,Liu',382075668,382075668,1866836185,1866836185,133,7月前,普通主播,星河计划,星河计划,2025-03-22,2025-03-21,-,6村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93914616303,额图,811103596,811103596,862993842,862993842,101,从未开播,普通主播,星河计划,星河计划,从未开播,2024-01-23,-,待淘汰,50,0,0小时0分钟0秒,0小时0分钟0秒,1,0,0小时0分钟0秒,0,0,0,0,0,
93907725538,大话2、萝卜,381720186,381720186,1825182776,1825182776,345,1年前,普通主播,星河计划二十七期,怀旧服,2024-03-14,2026-02-10,-,35村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,1,10566,13,8,0,
93903305092,谢先生,381578667,381578667,1608092846,1608092846,122,从未开播,普通主播,星河计划,星河计划,从未开播,2023-11-19,-,2村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,4,0,0,0,
93900322939,雨中的眼泪,381478579,381478579,1735285885,1735285885,241,1年前,普通主播,星河计划,星河计划,2023-02-05,2023-11-17,-,6村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93899506136,凌,931663340,931663340,1714487600,1714487600,127,2年前,普通主播,星河计划,星河计划,2023-08-01,2024-05-13,-,26村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93897853352,叮当🔔,582455582,582455582,842112649,842112649,3586,5月前,普通主播,星河计划,星河计划,2020-05-30,2025-03-22,-,6村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,3,170,6,0,0,
93869142627,Z,988747658,988747658,1783674674,1783674674,112,8月前,普通主播,星河计划,星河计划,2025-06-17,2025-06-21,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93854685040,啊＆帅,381179748,381179748,1387892058,1387892058,290,1年前,普通主播,星河计划,免费版,2020-04-16,2024-07-20,-,28村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,1,0,0,0,
93835423404,旭东轿车维修,384040050,384040050,1693475416,1693475416,68,从未开播,普通主播,星河计划,星河计划,从未开播,2024-07-12,-,19村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,7,0,0,0,
93835153096,贰    猫,shz0123.,1784702671,shz0123.,1083062340,420,从未开播,普通主播,星河计划,星河计划,从未开播,2024-08-28,-,25村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93831532441,金光闪闪,631911348,631911348,953369232,953369232,200,从未开播,普通主播,星河计划,星河计划,从未开播,2024-03-10,-,15村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,268,-1,1,0,
93790990197,小坑坑,xkk259758,1293931008,,0,749,1年前,普通主播,星河计划,怀旧服,2023-09-21,2024-05-28,-,*7村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93776808853,张华g,Zhanghua0307.,378883341,Zhanghua0307.,739855290,161,从未开播,普通主播,星河计划,星河计划,从未开播,2024-07-25,-,17村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,9,0,0,0,
93771761163,喔蜗牛,922431268,922431268,,0,959,从未开播,普通主播,星河计划二十八期,星河计划,从未开播,2026-03-07,-,11村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,9,0,0,0,
93740745701,大话西游 2 柒,857894034,857894034,1438064729,1438064729,85,从未开播,普通主播,星河计划,星河计划,从未开播,2024-06-01,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,1,0,0,0,
93733877893,回收各种塑料,huishousuliao123,1259526936,huishousuliao123,1083209590,569,1年前,普通主播,情义计划,,2023-07-28,2023-07-07,-,主平台快手,50,0,0小时0分钟0秒,0小时0分钟0秒,14,0,0小时0分钟0秒,0,1837,38,5,0,
93727544520,热爱大话西游啊贵,99999.999999999,387248892,99999.999999999,1527037942,655,1年前,普通主播,星河计划,星河计划,2020-04-03,2024-03-07,-,11村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,30,0,0,0,
93716533518,xxxEy,378214630,378214630,1306679670,1306679670,68,从未开播,普通主播,星河计划,免费版,从未开播,2024-01-24,-,7村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,13,0,0,0,
93709302897,用户4498165781010,34746955060,576608755,34746955060,1985675798,504,3年前,普通主播,星河计划,星河计划,2020-02-28,2024-05-31,-,21村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93704141363,冬天,572802483,572802483,1741099010,1741099010,641,9月前,普通主播,星河计划,星河计划,2023-03-02,2023-12-18,-,待淘汰,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93701399958,诺,377847074,377847074,1602283494,1602283494,98,从未开播,普通主播,星河计划,星河计划,从未开播,2025-07-06,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93681618443,刘家祥,377455681,377455681,1733063839,1733063839,124,1月前,普通主播,星河计划,星河计划,2021-11-21,2024-08-06,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,19,0,0,0,
93676942916,起点,993360222,993360222,1546840058,1546840058,760,8月前,普通主播,星河计划,怀旧服,2019-05-16,2024-03-28,-,*7村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,6,0,0,0,
0,账号已注销,账号已注销,-,账号已注销,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
93630893513,故乡的原风景,376026749,376026749,,0,120,从未开播,普通主播,星河计划,免费版,从未开播,2024-05-15,-,7村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93625843625,大话西游2裁缝,382567703,382567703,753784844,753784844,251,1月前,普通主播,星河计划,星河计划,2019-05-16,2023-12-19,-,待淘汰,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,138,0,0,0,
93621072689,就向流星许个心愿,1042664653,1042664653,946385442,946385442,1607,从未开播,普通主播,星河计划,星河计划,从未开播,2024-05-12,-,19村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,3,936,5,2,0,
93602160259,冬 天 不 冷,1163274625,1163274625,1390239062,1390239062,3437,2年前,普通主播,星河计划,星河计划,2024-02-15,2024-07-29,-,25村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,2,0,-4,0,
93598736192,人间烟火,375195676,375195676,1603118848,1603118848,268,从未开播,普通主播,星河计划,星河计划,从未开播,2024-05-30,-,29村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93581783477,小白，名字长才可以被点到，哈哈哈,374356951,374356951,1389895274,1389895274,167,2月前,普通主播,星河计划,星河计划,2021-11-25,2024-05-30,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93567271881,蒙A邢道荣🎆爱放炮,34604924044,941347690,34604924044,1687216925,413,从未开播,普通主播,星河计划,怀旧服,从未开播,2024-11-05,-,7村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,28,0,0,0,
93561556623,～小松,373553616,373553616,1409512493,1409512493,128,从未开播,普通主播,星河计划,星河计划,从未开播,2024-05-31,-,2村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93559883610,大话西游2夜鹰,zmh306759296,375686410,zmh306759296,1857712926,8212,4月前,普通主播,星河计划,星河计划,2022-12-30,2024-06-22,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,2,0,0小时0分钟0秒,3,2122,8,7,0,
93559456529,用户8642573977911,34597108692,820250764,34597108692,932321452,58,从未开播,普通主播,星河计划,星河计划,从未开播,2024-08-26,-,25村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93542303998,@苹果成长记,390615997,390615997,1622033239,1622033239,132,从未开播,普通主播,星河计划,免费版,从未开播,2024-05-13,-,非活跃-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93538812468,萌萌人,372685940,372685940,1282180755,1282180755,2070,从未开播,普通主播,星河计划,星河计划,从未开播,2024-07-05,-,26村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93523604252,二八五零,605002434,605002434,,0,41,2小时前,普通主播,星河计划二十五期,怀旧服,2025-12-22,2025-12-22,-,7村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,440,0,0,0,
93520188077,风起爱,373964326,373964326,,0,58,从未开播,普通主播,星河计划,免费版,从未开播,2024-09-28,-,7村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,1,163,1,1,0,
93514864345,轰炸东京12138,727270047,727270047,869807362,869807362,26,从未开播,普通主播,星河计划,星河计划,从未开播,2024-04-27,-,3村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93510303441,小璐璐,700149723,700149723,1389197641,1389197641,117,9月前,普通主播,星河计划二十八期,星河计划,2020-03-26,2026-03-08,-,6村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93506825447,啤酒肚柳叶眉,384282330,384282330,1679675248,1679675248,687,1年前,普通主播,星河计划,免费版,2024-03-06,2024-04-27,-,非活跃-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93465586136,把你举高高,YY15351557655,370161431,YY15351557655,980968506,669,从未开播,普通主播,大话2免费版怀旧服创作计划,怀旧服,从未开播,2024-07-21,-,7村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93457797525,大话西游2达不刘,369054446,369054446,1595340415,1595340415,428,6月前,普通主播,星河计划,星河计划,2022-03-10,2024-04-02,-,23村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,2,0,0,0,
93451180791,我心心依旧,ai072452111,372994624,ai072452111,1774479536,280,3年前,普通主播,星河计划,星河计划,2022-10-01,2024-05-29,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93444278135,卖串串的老男人,916432378,916432378,1673207523,1673207523,614,2日前,普通主播,星河计划二十七期,星河计划,2020-10-25,2026-01-26,-,3村,50,1,2小时9分钟26秒,2小时9分钟26秒,0,3,0小时0分钟0秒,0,15,0,0,0,
93436509589,南风知我意丶,368085684,368085684,994998849,994998849,244,1年前,普通主播,星河计划,星河计划,2022-09-20,2024-04-24,-,3村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93420143779,大话西游2老王,865404190,865404190,775428206,775428206,2128,1年前,普通主播,星河计划,星河计划,2020-02-10,2024-03-10,-,1村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,87,0,0,0,
93417814555,战神,tm934543,367727827,tm934543,897610124,667,2周前,普通主播,星河计划,星河计划,2021-04-02,2024-05-30,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,5,0,0,0,
93405442499,魏顶天,376945110,376945110,1499449757,1499449757,121,从未开播,普通主播,大话2免费版怀旧服创作计划,怀旧服,从未开播,2024-07-20,-,7村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93404279571,浮生未歇,935219721,935219721,1437592768,1437592768,151,从未开播,普通主播,星河计划二十八期,星河计划,从未开播,2026-03-08,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93403538592,大话西游2花弄影,366524697,366524697,890671805,890671805,225,从未开播,普通主播,星河计划,星河计划,从未开播,2024-06-27,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93397958267,浮世万千,366200943,366200943,1735220125,1735220125,689,1年前,普通主播,星河计划,星河计划,2023-08-01,2024-06-04,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,178,1,0,0,
93365914312,风﹌,34403566475,364632322,34403566475,1458982421,171,2年前,普通主播,星河计划,免费版,2022-08-05,2024-04-25,-,非活跃-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,6,0,0,0,
93364847384,咸阳宏图灯箱,364588291,364588291,,0,871,3月前,普通主播,星河计划,免费版,2024-08-13,2024-08-20,-,28村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,2,0,0,0,
93360669667,爱玩的禅,cx102888,1770443548,cx102888,1908282132,1899,1年前,普通主播,星河计划,星河计划,2022-03-03,2024-03-28,-,21村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,54,0,0,0,
93352494014,大话西游2小趴菜,1280498672,1280498672,725591791,725591791,448,3月前,普通主播,星河计划,星河计划,2020-01-10,2024-08-13,-,19村,50,0,0小时0分钟0秒,0小时0分钟0秒,3,0,0小时0分钟0秒,0,23,3,2,0,
93346931174,大话西游2娜娜,364918046,364918046,1287366468,1287366468,395,从未开播,-,,,从未开播,-,-,-,-,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,6,0,0,0,
93345302731,💋范范♀,Yes00880113,363499042,,0,124,1年前,普通主播,星河计划,星河计划,2024-03-16,2024-08-12,-,8村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93344417160,小江宅男,885468064,885468064,1943858270,1943858270,286,从未开播,普通主播,星河计划,星河计划,从未开播,2024-05-29,-,1村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93340450153,大话西游2道行树,882360832,882360832,,0,491,2年前,普通主播,星河计划,星河计划,2024-02-29,2024-08-15,-,11村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,328,0,0,0,
0,账号已注销,账号已注销,-,账号已注销,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
93334127122,暮年,xiaonuo17819,2342828598,,0,882,从未开播,普通主播,星河计划,星河计划,从未开播,2024-09-19,-,21村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,-2,0,0,
93333236832,心语98031,xinyu9803190,3267370581,515456997,515456997,40,从未开播,普通主播,星河计划,星河计划,从未开播,2024-12-19,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
0,账号已注销,账号已注销,-,账号已注销,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
93324165336,煤炭业务运输赵,362458225,362458225,1829913718,1829913718,559,8月前,普通主播,星河计划,星河计划,2021-06-10,2024-03-30,-,3村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,7,0,1,0,
93321008431,大话西游2介事,863108983,863108983,1874598262,1874598262,238,3周前,普通主播,星河计划,星河计划,2025-06-19,2025-07-11,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93320448084,糖果,1716906494,1716906494,918351846,918351846,105,4年前,普通主播,星河计划,星河计划,2021-03-24,2024-08-02,-,21村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93319553278,小范儿哥,362194947,362194947,1617655604,1617655604,234,从未开播,普通主播,星河计划,星河计划,从未开播,2024-04-11,-,2村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,8,0,0,0,
93318357275,剑无幽,362139129,362139129,1159637901,1159637901,89,4周前,普通主播,星河计划二十五期,星河计划,2025-12-03,2025-12-02,-,5村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,11,0,0,0,
93312913229,李萧扬,700144163,700144163,1790973443,1790973443,402,从未开播,普通主播,星河计划二十六期,星河计划,从未开播,2025-12-26,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,5,0,0,0,
93311648163,大话2小彬（副号）,1750931653,1750931653,1465708423,1465708423,2090,1月前,普通主播,星河计划,星河计划,2020-12-16,2025-08-14,-,18村,50,0,0小时0分钟0秒,0小时0分钟0秒,2,0,0小时0分钟0秒,0,55,0,0,0,
93303068702,大话西游2英俊,xuyingjun9527,576296712,xuyingjun9527,1479466964,1413,1年前,普通主播,星河计划,星河计划,2020-02-17,2024-12-15,-,21村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93295052162,百香果,360805035,360805035,1560730951,1560730951,1236,7小时前,普通主播,星河计划,星河计划,2024-05-04,2024-04-25,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,1,183,-2,3,0,
93283795300,火麒麟,2070773290,2070773290,,0,4917,从未开播,普通主播,星河计划,星河计划,从未开播,2024-07-05,-,25村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,3043,-2,0,0,
93269405175,单曲,359676197,359676197,1714225934,1714225934,64,从未开播,普通主播,星河计划,星河计划,从未开播,2024-05-03,-,非活跃,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93259263577,乐乐,zhanglele0325,359115343,zhanglele0325,1679745685,822,1年前,普通主播,星河计划,星河计划,2020-10-09,2024-06-14,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,20,1,0,0,
93257498255,今晚一定早睡,359005714,359005714,1589487520,1589487520,787,3年前,普通主播,星河计划,星河计划,2022-04-01,2024-05-28,-,17村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93252402184,满目星光,358672773,358672773,960230182,960230182,610,3年前,普通主播,星河计划,星河计划,2022-07-21,2023-11-19,-,3村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,244,0,0,0,
93250946400,大话西游2胖子,358588339,358588339,904606371,904606371,932,12月前,普通主播,星河计划,星河计划,2022-06-09,2024-12-12,-,25村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,8,0,0,0,
93249530972,别让我一个人醉,358490597,358490597,,0,106,从未开播,普通主播,星河计划,星河计划,从未开播,2024-06-13,-,21村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93248441684,窄版猴,359545148,359545148,1860337645,1860337645,990,1周前,普通主播,星河计划,星河计划,2023-09-11,2024-01-23,-,8村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,2,0,0,0,
93242595048,海布里的星辰,1719151976,1719151976,1547741540,1547741540,72,从未开播,普通主播,星河计划,星河计划,从未开播,2024-06-26,-,1村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
