﻿主播ID,主播昵称,抖音号,抖音号（原）,火山号,火山号（原）,粉丝数,上次开播时间,签约类型,运营经纪人,招募经纪人,首播时间,入会时间,西瓜号,备注,分成比-直播音浪收益,视频个播有效天,开播总时长,开播有效时长,涨粉,人气峰值,feed看播时长,作品数,视频播放量,视频点赞量,视频评论量,feed_acu,主播标签
93225577761,岁月,623470081,623470081,746718468,746718468,72,1年前,普通主播,星河计划,星河计划,2024-05-01,2024-04-29,-,19村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93220130594,莫问薛爷何时归,1019771369,1019771369,1016012681,1016012681,606,3月前,普通主播,星河计划,星河计划,2022-04-09,2024-09-18,-,26村,50,0,0小时0分钟0秒,0小时0分钟0秒,1,0,0小时0分钟0秒,0,14,2,0,0,
93219877023,向北而行,781019062,781019062,855817629,855817629,143,1年前,普通主播,星河计划,星河计划,2024-03-20,2024-04-28,-,1村,50,0,0小时0分钟0秒,0小时0分钟0秒,1,0,0小时0分钟0秒,0,0,1,0,0,
93210543078,小熊饼干,618086998,618086998,1126064741,1126064741,132,2月前,普通主播,星河计划,星河计划,2023-05-23,2024-08-02,-,3村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,2,0,0,0,
93209617216,至尊宝,847726671,847726671,1225432940,1225432940,276,1年前,普通主播,星河计划,星河计划,2024-08-19,2024-05-26,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,1,0,0小时0分钟0秒,0,4,0,0,0,
93201721017,大话西游2小表弟,Z_0206xe,1127843004,Z_0206xe,1534021128,432,1月前,普通主播,星河计划,星河计划,2020-09-14,2024-08-06,-,2村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93194968411,Jaychou,Jayc79118,356343089,Jayc79118,1207077474,205,从未开播,普通主播,星河计划,星河计划,从未开播,2024-08-04,-,6村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93192677583,聆听★帮主,LingTingBangZhu,785569750,LingTingBangZhu,1990483147,237,6月前,普通主播,星河计划,星河计划,2019-07-13,2024-03-28,-,23村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93189981224,Kikyou,375435789,375435789,1569072770,1569072770,684,2周前,普通主播,星河计划二十六期,星河计划,2020-06-02,2026-01-12,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,80,1,0,0,
93189895747,叫我波哥,660114690,660114690,1207415651,1207415651,77,2年前,普通主播,星河计划,星河计划,2024-02-06,2024-08-25,-,22村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,2,0,0,0,
93188916792,无西瓜不夏天,602877099,602877099,1302476491,1302476491,208,从未开播,普通主播,星河计划,星河计划,从未开播,2025-08-15,-,2村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93177143721,儒雅风流,359338850,359338850,1853445325,1853445325,617,4日前,普通主播,星河计划,星河计划,2025-02-25,2024-01-23,-,6村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,52,-7,0,0,
93170145019,新新,63515136y,2827891591,63515136y,1253571855,553,从未开播,普通主播,星河计划,星河计划,从未开播,2024-09-18,-,21村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93165848296,尼古拉斯，王,865807789,865807789,1153374921,1153374921,154,从未开播,普通主播,星河计划,星河计划,从未开播,2024-05-20,-,21村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,1,0,0,0,
93164793897,@吉祥如意,378854563,378854563,821191058,821191058,93,从未开播,普通主播,星河计划,星河计划,从未开播,2024-01-22,-,待淘汰,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93164360704,大话西游2小游侠,1214493777,1214493777,1187341017,1187341017,203,1年前,普通主播,星河计划,星河计划,2020-02-09,2024-06-01,-,25村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,2,0,0,0,
93158788073,灿垣,c8019941,601605035,c8019941,1099436318,3077,1年前,普通主播,星河计划,星河计划,2025-01-27,2025-03-03,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93155926782,超哥,dhxy51888888,354540473,dhxy51888888,1513803106,224,5月前,普通主播,星河计划,免费版,2025-03-23,2025-05-14,-,7村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93151595456,柠秋,857860349,857860349,1002000550,1002000550,590,1年前,普通主播,星河计划,星河计划,2019-12-29,2024-06-18,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
0,账号已注销,账号已注销,-,账号已注销,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
93147095895,大话西游2小超哥,lajikeyiqusile,357899396,lajikeyiqusile,904507528,394,1周前,普通主播,星河计划,星河计划,2020-01-22,2024-01-24,-,13村,50,0,0小时0分钟0秒,0小时0分钟0秒,1,0,0小时0分钟0秒,1,714,12,1,0,
93146627134,枫情雅阁民宿,LZQ950327,658381720,LZQ950327,1274765942,1168,9月前,普通主播,星河计划,星河计划,2020-01-31,2024-04-26,-,25村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,2,0,0,0,
93143408918,大话西游2搬砖小伟,788697452,788697452,1110904869,1110904869,40114,1年前,普通主播,星河计划,星河计划,2020-04-21,2024-05-29,-,3村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93143219026,李昱儒,353785311,353785311,1206956638,1206956638,480,11月前,普通主播,星河计划,星河计划,2024-08-07,2024-04-13,-,非活跃,50,0,0小时0分钟0秒,0小时0分钟0秒,1,0,0小时0分钟0秒,0,1,1,0,0,
93138769541,么的事,702043668,702043668,,0,174,从未开播,普通主播,星河计划,星河计划,从未开播,2024-11-10,-,22村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,7,0,0,0,
93134240018,少年已不再年少、问天,1015174591,1015174591,1220949481,1220949481,107,1月前,普通主播,星河计划,星河计划,2024-06-26,2024-07-01,-,2村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93131483735,扯淡专业户,850790861.678,850790861,850790861.678,1776458188,157,12月前,普通主播,星河计划,星河计划,2023-03-04,2024-03-27,-,非活跃,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
0,账号已注销,账号已注销,-,账号已注销,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
93125599253,利哥,990702740,990702740,918281276,918281276,474,3周前,普通主播,星河计划,怀旧服,2022-03-09,2025-01-11,-,7村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,1,0,0小时0分钟0秒,1,308,10,6,0,
93124096936,峰回路转,jinsehongzhaji9,4184926115,jinsehongzhaji9,3940646571,1336,1年前,普通主播,星河计划,星河计划,2022-10-27,2024-11-30,-,11村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93120195213,不再联系,1658975286,1658975286,1707472369,1707472369,23,1日前,普通主播,星河计划二十四期,星河计划,2022-02-18,2025-11-19,-,26村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93114471989,流年负了谁,952197037,952197037,1650868939,1650868939,257,从未开播,普通主播,星河计划,星河计划,从未开播,2023-11-19,-,待淘汰,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93113948747,平常心,598134726,598134726,1790606795,1790606795,211,9月前,普通主播,星河计划,星河计划,2020-03-22,2024-05-10,-,19村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93112312090,浅笑🎶忆流年,296756shijia,1820266197,296756shijia,1832064423,66,4日前,普通主播,星河计划,星河计划,2024-07-31,2024-07-30,-,23村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,9,1,1,0,
93111334445,💕 小董💕,xiaodong819520,352404561,xiaodong819520,1574376608,504,1年前,普通主播,星河计划,星河计划,2024-03-19,2024-11-01,-,19村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93111177990,时来运转,1509219935,1509219935,1112026242,1112026242,2522,2年前,普通主播,星河计划,星河计划,2023-09-19,2024-01-26,-,15村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,13,0,0,0,
93110825730,宁哥,352371664,352371664,967006997,967006997,234,1年前,普通主播,星河计划,星河计划,2024-05-06,2024-02-02,-,1村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,4,0,0,0,
93107718506,嘻嘻嘻嘻,908176717,908176717,1113697668,1113697668,340,1年前,普通主播,星河计划,星河计划,2024-03-14,2024-03-29,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,2,0,0,0,
93107113148,阿芒,1883099189,1883099189,1762708953,1762708953,105,3年前,普通主播,星河计划,星河计划,2021-02-07,2024-01-23,-,5村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93104319818,水电,1052677729,1052677729,1458864547,1458864547,201,4周前,普通主播,星河计划,星河计划,2022-04-16,2024-07-12,-,23村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,8,0,0,0,
93096874575,大话2小猪佩奇,1838014556,1838014556,1866875101,1866875101,22631,1周前,普通主播,星河计划-进阶,,2023-11-11,2023-11-17,-,27村,50,0,0小时0分钟0秒,0小时0分钟0秒,15,0,0小时0分钟0秒,1,62262,268,1134,0,
93092465619,囍.,351430920,351430920,1123280051,1123280051,2056,从未开播,普通主播,星河计划,星河计划,从未开播,2024-10-16,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,13,0,0,0,
93083168609,大话西游2言沅,350904316,350904316,,0,149,1日前,普通主播,星河计划二十六期,星河计划,2025-09-16,2026-01-10,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,33,0,0,0,
93083012796,大话西游2楠枫,841313388,841313388,1880515252,1880515252,715,3周前,普通主播,星河计划二十七期,星河计划,2020-11-14,2026-02-10,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,2,1631,12,0,0,
0,账号已注销,账号已注销,-,账号已注销,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
93064396974,墨尘,350106833,350106833,1172235242,1172235242,169,1年前,普通主播,星河计划,免费版,2024-04-25,2024-04-25,-,28村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93058975831,老虎头,350346884,350346884,,0,127,从未开播,普通主播,星河计划,星河计划,从未开播,2024-04-24,-,13村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93058700157,KK,376203853,376203853,1320094319,1320094319,917,从未开播,普通主播,星河计划,免费版,从未开播,2024-01-25,-,非活跃-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93045233801,🌈遇见你,L366118888,366118794,,0,64,从未开播,普通主播,星河计划,星河计划,从未开播,2024-06-01,-,1村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93041767197,烽火戲诸侯,357726669,357726669,1221189182,1221189182,748,2年前,普通主播,星河计划,星河计划,2019-05-27,2024-05-30,-,11村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93034035303,🌻向日葵🌻,842113129,842113129,994837646,994837646,578,4月前,普通主播,星河计划,星河计划,2022-06-25,2023-11-21,-,待淘汰,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,794,40,10,0,
93029269969,泡菜,348714223,348714223,1098140474,1098140474,2451,2月前,普通主播,星河计划,星河计划,2019-08-13,2024-06-01,-,30村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,8,0,0,0,
93028255094,正一猪兜讲大话,348731399,348731399,1082921277,1082921277,262,3小时前,普通主播,星河计划,星河计划,2026-02-28,2025-08-11,-,18村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93008978135,繁星点点裴,347931962,347931962,1307642516,1307642516,823,4月前,普通主播,星河计划,星河计划,2020-02-06,2023-11-19,-,待淘汰,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,9,0,0,0,
93007247265,拖沓李天王,347857066,347857066,1756402095,1756402095,201,1年前,普通主播,星河计划,星河计划,2019-12-06,2024-11-12,-,19村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
93004078713,大话2经典版搬砖,348900731,348900731,1415173031,1415173031,356,从未开播,普通主播,星河计划,星河计划,从未开播,2025-07-31,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
92998469901,鹤鹤吖,347506629,347506629,1804208662,1804208662,291,3年前,普通主播,星河计划,星河计划,2022-09-22,2024-01-23,-,非活跃,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
92992559790,一路顺峰,1688668166feng,381434186,,0,133,从未开播,普通主播,星河计划,星河计划,从未开播,2025-05-15,-,31村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
92990891328,二彪,625049299,625049299,1916868942,1916868942,2258,1年前,普通主播,星河计划,星河计划,2019-05-14,2024-05-17,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,8,0,0,0,
92969476261,xy2老唐,1506679537,1506679537,848934594,848934594,2275,8月前,普通主播,星河计划,星河计划,2023-03-15,2025-06-06,-,31村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,2,0,0,0,
92965999984,风叶,604919676,604919676,1288108508,1288108508,30,从未开播,普通主播,星河计划,星河计划,从未开播,2025-05-07,-,21村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,6,0,0,0,
92965253233,暖暖的美美,1611059872,1611059872,835020982,835020982,2346,从未开播,普通主播,星河计划,星河计划,从未开播,2024-07-10,-,19村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,3,820,3,0,0,
92964978767,玖号漫游,MSG95888,351549167,MSG95888,925300062,2724,7月前,普通主播,星河计划,怀旧服,2022-05-14,2024-03-28,-,*7村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,3,0,0,0,
92963193043,红鸡蛋皮,yanyan918888,346512583,yanyan918888,1922706984,104,从未开播,普通主播,星河计划,星河计划,从未开播,2024-12-16,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,4,0,0,0,
92959489337,落叶风絮,346413304,346413304,753648785,753648785,16,3周前,普通主播,星河计划,星河计划,2025-09-29,2025-09-30,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
92959377060,等风来,2209180151,2209180151,987879880,987879880,2641,5月前,普通主播,星河计划,怀旧服,2025-06-25,2025-06-26,-,7村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
92951373027,青青子衿～,596120926,596120926,1666240407,1666240407,245,10月前,普通主播,星河计划,星河计划,2025-02-10,2025-03-02,-,21村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
92947405553,罗马,988994720,988994720,1430763857,1430763857,294,从未开播,普通主播,星河计划,星河计划,从未开播,2025-06-17,-,18村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
92940549309,周末茶社官方号,y263288882,2840598754,y263288882,987948085,684,1年前,普通主播,星河计划,星河计划,2022-05-28,2024-04-30,-,29村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,48,1,1,0,
92918972629,没有筋斗云的悟空,1141545793,1141545793,1777021673,1777021673,284,2月前,普通主播,星河计划,免费版,2025-12-12,2024-03-28,-,非活跃-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,1,0,0,
92913212750,〖与辉同行〗,345209225,345209225,1238915534,1238915534,1563,3年前,普通主播,星河计划,星河计划,2022-07-08,2024-03-06,-,1村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,32,0,0,0,
92906515283,33nb,___33nb,577509174,___33nb,904468014,227,1月前,普通主播,星河计划,星河计划,2022-04-10,2024-06-24,-,18村,50,0,0小时0分钟0秒,0小时0分钟0秒,1,0,0小时0分钟0秒,0,13,0,0,0,
92904846615,再也不会,1116185197,1116185197,,0,375,从未开播,普通主播,星河计划,星河计划,从未开播,2024-11-20,-,6村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,8,0,0,0,
92892679491,🌈初念y,376623782,376623782,1732867060,1732867060,998,6月前,普通主播,星河计划,星河计划,2023-05-14,2024-07-09,-,22村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
92886493945,李先生,2217590269,2217590269,1824224199,1824224199,1354,6月前,普通主播,星河计划,星河计划,2020-02-12,2024-05-30,-,3村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,118,0,0,0,
92881370966,皮子、,q717838694,2318512626,q717838694,1043803677,1573,3周前,普通主播,星河计划二十七期,星河计划,2020-05-16,2026-02-13,-,6村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,52,2,0,0,
92859374364,大话西游2做个俗人,343227434,343227434,,0,42,5月前,普通主播,星河计划,星河计划,2025-05-03,2025-05-21,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
92858585316,小哥的二哈会咬人,2082596122,2082596122,1105596521,1105596521,394,4周前,普通主播,星河计划,星河计划,2020-02-12,2024-07-26,-,19村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
92854860296,摩羯座少年,343098520,343098520,1782365996,1782365996,687,9月前,普通主播,星河计划,星河计划,2021-10-24,2025-03-27,-,6村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
92816640786,大话西游2【农民】,min699999,696092960,min699999,1255049603,4622,1月前,普通主播,星河计划,星河计划,2021-10-21,2024-03-28,-,13村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,22,-1,0,0,
92808980501,下山。,305121,305121,1821340763,1821340763,158,5年前,普通主播,星河计划,星河计划,2019-05-23,2024-03-07,-,2村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
92808190955,怪盗キッド,896785160,896785160,1001875635,1001875635,183,10月前,普通主播,星河计划,星河计划,2022-08-21,2024-08-22,-,21村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,21,0,0,0,
92790072567,一束宇宙,1070702422,1070702422,1783281003,1783281003,827,1年前,普通主播,星河计划,星河计划,2023-07-03,2024-06-08,-,3村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
92782969926,电工爱好无名,372551958,372551958,1374228200,1374228200,1159,2周前,普通主播,星河计划,星河计划,2024-06-02,2024-07-12,-,26村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,11,1,0,0,
92768680083,大话西游2韩天尊,dyhtz001,389203846,,0,2315,从未开播,普通主播,星河计划,星河计划,从未开播,2024-05-07,-,2村,50,0,0小时0分钟0秒,0小时0分钟0秒,85,0,0小时0分钟0秒,1,90635,1198,23,0,
92767665626,在路上，,bmhq131415,1081921407,,0,143,10月前,普通主播,星河计划,星河计划,2025-04-20,2025-04-22,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
92761985230,刘二壮,593358230,593358230,,0,100,从未开播,普通主播,星河计划,星河计划,从未开播,2024-05-16,-,21村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,1,0,0,0,
92761554997,大话西游2 宇枫,876671339,876671339,1651644697,1651644697,677,1日前,普通主播,星河计划,星河计划,2025-11-03,2024-05-30,-,30村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,1,782,11,10,0,
